date,customer_id,campaign_id,campaign_name,ad_group_id,ad_group_name,ad_id,ad_name,ad_type,ad_status,spend_krw,impressions,clicks,conversions,attributed_revenue_krw
2025-08-29,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,207044,138447,824,30.65,1229033
2025-08-30,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,126181,86659,594,12.89,475587
2025-08-31,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,100189,44615,584,21.89,789570
2025-09-01,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,9669,2842,47,3,110696
2025-03-19,4988024901,22358592904,250319_래쉬펌_디멘드젠_타겟 좁혀서 재세팅,177447460020,250319_래쉬펌_디멘드젠캠페인_재세팅,739839323416,A0000000000107281_래쉬펌_재세팅,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,70143,5563,67,3,112800
2025-03-20,4988024901,22358592904,250319_래쉬펌_디멘드젠_타겟 좁혀서 재세팅,177447460020,250319_래쉬펌_디멘드젠캠페인_재세팅,739839323416,A0000000000107281_래쉬펌_재세팅,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,54605,8510,130,3,112996
2025-03-21,4988024901,22358592904,250319_래쉬펌_디멘드젠_타겟 좁혀서 재세팅,177447460020,250319_래쉬펌_디멘드젠캠페인_재세팅,739839323416,A0000000000107281_래쉬펌_재세팅,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,47621,3787,57,4,188000
2025-03-22,4988024901,22358592904,250319_래쉬펌_디멘드젠_타겟 좁혀서 재세팅,177447460020,250319_래쉬펌_디멘드젠캠페인_재세팅,739839323416,A0000000000107281_래쉬펌_재세팅,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,35028,3613,75,1,37682
2025-03-19,4988024901,22348891161,250319_애쉬브라운_디멘드젠캠페인,177647662778,250319_애쉬브라운_디멘드젠캠페인,739822665726,A0000000000095244_애쉬브라운_협업영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,24972,4613,50,4,162000
2025-03-20,4988024901,22348891161,250319_애쉬브라운_디멘드젠캠페인,177647662778,250319_애쉬브라운_디멘드젠캠페인,739822665726,A0000000000095244_애쉬브라운_협업영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,76291,9595,155,9,363837
2025-03-21,4988024901,22348891161,250319_애쉬브라운_디멘드젠캠페인,177647662778,250319_애쉬브라운_디멘드젠캠페인,739822665726,A0000000000095244_애쉬브라운_협업영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,61343,8799,138,4,199634
2025-03-22,4988024901,22348891161,250319_애쉬브라운_디멘드젠캠페인,177647662778,250319_애쉬브라운_디멘드젠캠페인,739822665726,A0000000000095244_애쉬브라운_협업영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,70191,15914,271,21,844727
2025-03-23,4988024901,22348891161,250319_애쉬브라운_디멘드젠캠페인,177647662778,250319_애쉬브라운_디멘드젠캠페인,739822665726,A0000000000095244_애쉬브라운_협업영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,70068,15948,211,4,185388
2025-03-24,4988024901,22348891161,250319_애쉬브라운_디멘드젠캠페인,177647662778,250319_애쉬브라운_디멘드젠캠페인,739822665726,A0000000000095244_애쉬브라운_협업영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,50134,11987,131,3,137250
2025-03-25,4988024901,22348891161,250319_애쉬브라운_디멘드젠캠페인,177647662778,250319_애쉬브라운_디멘드젠캠페인,739822665726,A0000000000095244_애쉬브라운_협업영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,32300,4274,56,0,0
2025-04-07,4988024901,22410332313,250407_래쉬펌 타임딜 디멘드젠,177831491499,250407_래쉬펌 타임세일_디멘드젠,744572179196,A0000000000130940_래쉬펌타임세일1,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,10483,3384,32,0,0
2025-04-07,4988024901,22410332313,250407_래쉬펌 타임딜 디멘드젠,177831491499,250407_래쉬펌 타임세일_디멘드젠,744572179199,A0000000000105946_래쉬펌타임세일4,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,21884,5577,17,1,37520
2025-04-07,4988024901,22410332313,250407_래쉬펌 타임딜 디멘드젠,177831491499,250407_래쉬펌 타임세일_디멘드젠,744572179322,A0000000000130939_래쉬펌타임세일2,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,12481,3232,12,1,37600
2025-04-07,4988024901,22410332313,250407_래쉬펌 타임딜 디멘드젠,177831491499,250407_래쉬펌 타임세일_디멘드젠,744572179325,A0000000000105947_래쉬펌타임세일3,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,5546,1621,11,1,37667
2025-04-07,4988024901,22410332313,250407_래쉬펌 타임딜 디멘드젠,177831491499,250407_래쉬펌 타임세일_디멘드젠,744572179328,A0000000000105942_래쉬펌타임세일5,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,8193,2718,33,0,0
2025-04-07,4988024901,22410332313,250407_래쉬펌 타임딜 디멘드젠,177831491499,250407_래쉬펌 타임세일_디멘드젠,744572179331,A0000000000105943_래쉬펌타임세일6,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,11418,3384,10,1,37600
2025-04-08,4988024901,22410332313,250407_래쉬펌 타임딜 디멘드젠,177831491499,250407_래쉬펌 타임세일_디멘드젠,744572179196,A0000000000130940_래쉬펌타임세일1,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,17346,6360,59,3,112800
2025-04-08,4988024901,22410332313,250407_래쉬펌 타임딜 디멘드젠,177831491499,250407_래쉬펌 타임세일_디멘드젠,744572179325,A0000000000105947_래쉬펌타임세일3,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,9062,2947,27,1,37600
2025-04-08,4988024901,22410332313,250407_래쉬펌 타임딜 디멘드젠,177831491499,250407_래쉬펌 타임세일_디멘드젠,744572179328,A0000000000105942_래쉬펌타임세일5,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,23599,10225,88,3,112800
2025-04-09,4988024901,22410332313,250407_래쉬펌 타임딜 디멘드젠,177831491499,250407_래쉬펌 타임세일_디멘드젠,744572179325,A0000000000105947_래쉬펌타임세일3,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,16803,5999,48,2,75200
2025-04-09,4988024901,22410332313,250407_래쉬펌 타임딜 디멘드젠,177831491499,250407_래쉬펌 타임세일_디멘드젠,744572179328,A0000000000105942_래쉬펌타임세일5,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,8192,3163,30,1,37602
2025-05-16,4988024901,22562743883,250516_블리치_디멘드젠2,178323981583,250516_블리치_디멘드젠2,752576426102,A0000000000133951_강한인상_블리치,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,31853,10288,37,0,3
2025-05-17,4988024901,22562743883,250516_블리치_디멘드젠2,178323981583,250516_블리치_디멘드젠2,752576426102,A0000000000133951_강한인상_블리치,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,29338,11799,60,1,42900
2025-05-18,4988024901,22562743883,250516_블리치_디멘드젠2,178323981583,250516_블리치_디멘드젠2,752576426102,A0000000000133951_강한인상_블리치,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,13146,5150,29,0,0
2025-05-16,4988024901,22556349561,250516_블리치_디멘드젠 캠페인1,178339120534,250516_블리치_예약판매_디멘드젠캠페인1,752575676285,A0000000000133950_0516_블리치_묘하게,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,30267,10261,36,0,0
2025-05-17,4988024901,22556349561,250516_블리치_디멘드젠 캠페인1,178339120534,250516_블리치_예약판매_디멘드젠캠페인1,752575676285,A0000000000133950_0516_블리치_묘하게,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,30341,14398,126,0,0
2025-05-18,4988024901,22556349561,250516_블리치_디멘드젠 캠페인1,178339120534,250516_블리치_예약판매_디멘드젠캠페인1,752575676285,A0000000000133950_0516_블리치_묘하게,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,10186,4171,30,0,0
2025-03-24,4988024901,22356544443,250321_블리치_디멘드젠 캠페인,178561512604,250324_블리치_디멘드젠 캠페인,741074028181,A0000000000104513_블리치,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,22721,3231,16,0,0
2025-03-25,4988024901,22356544443,250321_블리치_디멘드젠 캠페인,178561512604,250324_블리치_디멘드젠 캠페인,741074028181,A0000000000104513_블리치,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,21566,3243,28,0,23
2025-04-22,4988024901,22469582870,250422_래쉬펌_대표님_디멘드젠,178917375592,250422_래쉬펌_대표님_디멘드젠,747697137294,A0000000000134024_래쉬펌 대표님,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,54642,12474,151,1,35250
2025-04-23,4988024901,22469582870,250422_래쉬펌_대표님_디멘드젠,178917375592,250422_래쉬펌_대표님_디멘드젠,747697137294,A0000000000134024_래쉬펌 대표님,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,157619,49325,798,33.97,1200575
2025-04-24,4988024901,22469582870,250422_래쉬펌_대표님_디멘드젠,178917375592,250422_래쉬펌_대표님_디멘드젠,747697137294,A0000000000134024_래쉬펌 대표님,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,68338,27449,302,14,495966
2025-04-25,4988024901,22469582870,250422_래쉬펌_대표님_디멘드젠,178917375592,250422_래쉬펌_대표님_디멘드젠,747697137294,A0000000000134024_래쉬펌 대표님,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,50110,23359,212,7,236915
2025-04-26,4988024901,22469582870,250422_래쉬펌_대표님_디멘드젠,178917375592,250422_래쉬펌_대표님_디멘드젠,747697137294,A0000000000134024_래쉬펌 대표님,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,80151,58775,390,13,517468
2025-04-27,4988024901,22469582870,250422_래쉬펌_대표님_디멘드젠,178917375592,250422_래쉬펌_대표님_디멘드젠,747697137294,A0000000000134024_래쉬펌 대표님,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,16348,13475,60,1,36900
2025-04-28,4988024901,22469582870,250422_래쉬펌_대표님_디멘드젠,178917375592,250422_래쉬펌_대표님_디멘드젠,747697137294,A0000000000134024_래쉬펌 대표님,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,47997,28838,191,4.78,176358
2025-04-29,4988024901,22469582870,250422_래쉬펌_대표님_디멘드젠,178917375592,250422_래쉬펌_대표님_디멘드젠,747697137294,A0000000000134024_래쉬펌 대표님,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,30053,19371,133,2,73800
2025-04-30,4988024901,22469582870,250422_래쉬펌_대표님_디멘드젠,178917375592,250422_래쉬펌_대표님_디멘드젠,747697137294,A0000000000134024_래쉬펌 대표님,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,33153,23434,154,1,36900
2025-05-01,4988024901,22469582870,250422_래쉬펌_대표님_디멘드젠,178917375592,250422_래쉬펌_대표님_디멘드젠,747697137294,A0000000000134024_래쉬펌 대표님,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,49280,36673,236,19,701039
2025-05-02,4988024901,22469582870,250422_래쉬펌_대표님_디멘드젠,178917375592,250422_래쉬펌_대표님_디멘드젠,747697137294,A0000000000134024_래쉬펌 대표님,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,30052,16872,112,2,73795
2025-05-03,4988024901,22469582870,250422_래쉬펌_대표님_디멘드젠,178917375592,250422_래쉬펌_대표님_디멘드젠,747697137294,A0000000000134024_래쉬펌 대표님,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,31624,17832,107,2,73800
2025-05-04,4988024901,22469582870,250422_래쉬펌_대표님_디멘드젠,178917375592,250422_래쉬펌_대표님_디멘드젠,747697137294,A0000000000134024_래쉬펌 대표님,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,31605,14053,134,2,76100
2025-05-05,4988024901,22469582870,250422_래쉬펌_대표님_디멘드젠,178917375592,250422_래쉬펌_대표님_디멘드젠,747697137294,A0000000000134024_래쉬펌 대표님,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,9524,4592,32,0.09,3154
2025-08-13,4988024901,22469582870,250422_래쉬펌_대표님_디멘드젠,178917375592,250422_래쉬펌_대표님_디멘드젠,747697137294,A0000000000134024_래쉬펌 대표님,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,30314,12106,92,12,442815
2025-08-14,4988024901,22469582870,250422_래쉬펌_대표님_디멘드젠,178917375592,250422_래쉬펌_대표님_디멘드젠,747697137294,A0000000000134024_래쉬펌 대표님,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,100074,37598,345,16.95,611139
2025-08-15,4988024901,22469582870,250422_래쉬펌_대표님_디멘드젠,178917375592,250422_래쉬펌_대표님_디멘드젠,747697137294,A0000000000134024_래쉬펌 대표님,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,333490,108303,1130,48.45,1824837
2025-08-16,4988024901,22469582870,250422_래쉬펌_대표님_디멘드젠,178917375592,250422_래쉬펌_대표님_디멘드젠,747697137294,A0000000000134024_래쉬펌 대표님,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,18803,6010,67,0,0
2025-08-18,4988024901,22469582870,250422_래쉬펌_대표님_디멘드젠,178917375592,250422_래쉬펌_대표님_디멘드젠,747697137294,A0000000000134024_래쉬펌 대표님,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,105648,31830,316,15.7,582852
2025-08-19,4988024901,22469582870,250422_래쉬펌_대표님_디멘드젠,178917375592,250422_래쉬펌_대표님_디멘드젠,747697137294,A0000000000134024_래쉬펌 대표님,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,300069,123310,900,16,601787
2025-08-20,4988024901,22469582870,250422_래쉬펌_대표님_디멘드젠,178917375592,250422_래쉬펌_대표님_디멘드젠,747697137294,A0000000000134024_래쉬펌 대표님,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,65274,22137,180,2,73804
2025-08-21,4988024901,22469582870,250422_래쉬펌_대표님_디멘드젠,178917375592,250422_래쉬펌_대표님_디멘드젠,747697137294,A0000000000134024_래쉬펌 대표님,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,50248,19764,166,4.72,160125
2025-08-22,4988024901,22469582870,250422_래쉬펌_대표님_디멘드젠,178917375592,250422_래쉬펌_대표님_디멘드젠,747697137294,A0000000000134024_래쉬펌 대표님,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,52463,15359,158,7,258216
2025-08-23,4988024901,22469582870,250422_래쉬펌_대표님_디멘드젠,178917375592,250422_래쉬펌_대표님_디멘드젠,747697137294,A0000000000134024_래쉬펌 대표님,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,51702,16894,207,7,258283
2025-08-24,4988024901,22469582870,250422_래쉬펌_대표님_디멘드젠,178917375592,250422_래쉬펌_대표님_디멘드젠,747697137294,A0000000000134024_래쉬펌 대표님,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,100546,31674,354,14.95,542557
2025-08-25,4988024901,22469582870,250422_래쉬펌_대표님_디멘드젠,178917375592,250422_래쉬펌_대표님_디멘드젠,747697137294,A0000000000134024_래쉬펌 대표님,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,300543,99256,851,31.05,1182504
2025-08-26,4988024901,22469582870,250422_래쉬펌_대표님_디멘드젠,178917375592,250422_래쉬펌_대표님_디멘드젠,747697137294,A0000000000134024_래쉬펌 대표님,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,399998,132927,929,28.85,1062436
2025-08-27,4988024901,22469582870,250422_래쉬펌_대표님_디멘드젠,178917375592,250422_래쉬펌_대표님_디멘드젠,747697137294,A0000000000134024_래쉬펌 대표님,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,300319,84544,694,28,1043861
2025-08-28,4988024901,22469582870,250422_래쉬펌_대표님_디멘드젠,178917375592,250422_래쉬펌_대표님_디멘드젠,747697137294,A0000000000134024_래쉬펌 대표님,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,290216,85360,592,23,824309
2025-08-29,4988024901,22469582870,250422_래쉬펌_대표님_디멘드젠,178917375592,250422_래쉬펌_대표님_디멘드젠,747697137294,A0000000000134024_래쉬펌 대표님,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,208862,64820,482,12.13,456838
2025-08-30,4988024901,22469582870,250422_래쉬펌_대표님_디멘드젠,178917375592,250422_래쉬펌_대표님_디멘드젠,747697137294,A0000000000134024_래쉬펌 대표님,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,135275,44000,345,14.73,574443
2025-08-31,4988024901,22469582870,250422_래쉬펌_대표님_디멘드젠,178917375592,250422_래쉬펌_대표님_디멘드젠,747697137294,A0000000000134024_래쉬펌 대표님,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,100177,25384,260,13.22,487922
2025-09-01,4988024901,22469582870,250422_래쉬펌_대표님_디멘드젠,178917375592,250422_래쉬펌_대표님_디멘드젠,747697137294,A0000000000134024_래쉬펌 대표님,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,20276,4161,69,4,147597
2025-05-12,4988024901,22546142630,250512_원유즈블리치_말풍선_디멘드젠,179629906699,250512_원유즈블리치_말풍선_디멘드젠,751557771772,A0000000000133949_블리치_디멘드젠2,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,31060,8524,59,4,66494
2025-05-13,4988024901,22546142630,250512_원유즈블리치_말풍선_디멘드젠,179629906699,250512_원유즈블리치_말풍선_디멘드젠,751557771772,A0000000000133949_블리치_디멘드젠2,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,24999,6255,85,6,79840
2025-05-14,4988024901,22546142630,250512_원유즈블리치_말풍선_디멘드젠,179629906699,250512_원유즈블리치_말풍선_디멘드젠,751557771772,A0000000000133949_블리치_디멘드젠2,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,29448,7776,114,6,165356
2025-05-15,4988024901,22546142630,250512_원유즈블리치_말풍선_디멘드젠,179629906699,250512_원유즈블리치_말풍선_디멘드젠,751557771772,A0000000000133949_블리치_디멘드젠2,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,16455,3910,51,3,25200
2025-05-16,4988024901,22546142630,250512_원유즈블리치_말풍선_디멘드젠,179629906699,250512_원유즈블리치_말풍선_디멘드젠,751557771772,A0000000000133949_블리치_디멘드젠2,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,30176,7689,94,0,48
2025-05-17,4988024901,22546142630,250512_원유즈블리치_말풍선_디멘드젠,179629906699,250512_원유즈블리치_말풍선_디멘드젠,751557771772,A0000000000133949_블리치_디멘드젠2,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,31794,7270,105,1,40975
2025-05-18,4988024901,22546142630,250512_원유즈블리치_말풍선_디멘드젠,179629906699,250512_원유즈블리치_말풍선_디멘드젠,751557771772,A0000000000133949_블리치_디멘드젠2,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,30854,7228,109,0,10
2025-05-19,4988024901,22546142630,250512_원유즈블리치_말풍선_디멘드젠,179629906699,250512_원유즈블리치_말풍선_디멘드젠,751557771772,A0000000000133949_블리치_디멘드젠2,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,8058,1776,19,0,0
2025-04-10,4988024901,22370332061,250410_래쉬펌_디멘드젠 캠페인,179675441009,"250410_래쉬펌_숏츠,휴대폰,테블릿",741216296101,A0000000000134026_래쉬펌_새로운 세팅,DEMAND_GEN_VIDEO_RESPONSIVE_AD,ENABLED,51367,16846,145,10,420706
2025-04-11,4988024901,22370332061,250410_래쉬펌_디멘드젠 캠페인,179675441009,"250410_래쉬펌_숏츠,휴대폰,테블릿",741216296101,A0000000000134026_래쉬펌_새로운 세팅,DEMAND_GEN_VIDEO_RESPONSIVE_AD,ENABLED,60069,19997,379,21,853466
2025-04-12,4988024901,22370332061,250410_래쉬펌_디멘드젠 캠페인,179675441009,"250410_래쉬펌_숏츠,휴대폰,테블릿",741216296101,A0000000000134026_래쉬펌_새로운 세팅,DEMAND_GEN_VIDEO_RESPONSIVE_AD,ENABLED,70125,30334,524,14,577218
2025-04-13,4988024901,22370332061,250410_래쉬펌_디멘드젠 캠페인,179675441009,"250410_래쉬펌_숏츠,휴대폰,테블릿",741216296101,A0000000000134026_래쉬펌_새로운 세팅,DEMAND_GEN_VIDEO_RESPONSIVE_AD,ENABLED,47102,17197,196,7,289100
2025-04-14,4988024901,22370332061,250410_래쉬펌_디멘드젠 캠페인,179675441009,"250410_래쉬펌_숏츠,휴대폰,테블릿",741216296101,A0000000000134026_래쉬펌_새로운 세팅,DEMAND_GEN_VIDEO_RESPONSIVE_AD,ENABLED,50301,27413,364,21,940300
2025-04-15,4988024901,22370332061,250410_래쉬펌_디멘드젠 캠페인,179675441009,"250410_래쉬펌_숏츠,휴대폰,테블릿",741216296101,A0000000000134026_래쉬펌_새로운 세팅,DEMAND_GEN_VIDEO_RESPONSIVE_AD,ENABLED,50212,29234,336,16,782400
2025-04-16,4988024901,22370332061,250410_래쉬펌_디멘드젠 캠페인,179675441009,"250410_래쉬펌_숏츠,휴대폰,테블릿",741216296101,A0000000000134026_래쉬펌_새로운 세팅,DEMAND_GEN_VIDEO_RESPONSIVE_AD,ENABLED,29872,18053,151,6,211500
